Column1,Degree Centrality,Closeness Centrality,Betweeness Centrality,Pagerank Centrality
Ichthyosis-cheek-eyebrow syndrome,0.038461417,0.498421847,0,0.000239956
Bulbospinal muscular atrophy of adult,0.038461417,0.498421847,0,0.000239956
Cyclic neutropenia,0.038461417,0.498421847,0,0.000239956
Autosomal dominant congenital benign spinal muscular atrophy,0.038461417,0.498421847,0,0.000239956
Microcephaly - cardiomyopathy,0.038461417,0.498421847,0,0.000239956
Parietal foramina with cleidocranial dysplasia,0.038461417,0.498421847,0,0.000239956
Infantile myofibromatosis,0.038461417,0.498421847,0,0.000239956
"Ehlers-Danlos syndrome, classic type",0.038461417,0.498421847,0,0.000239956
Von Willebrand disease type 1,0.038461417,0.498421847,0,0.000239956
Pyknoachondrogenesis,0.038461417,0.498421847,0,0.000239956
Cerebral diseases of vascular origin with epilepsy,0.038461417,0.498421847,0,0.000239956
Cerebral cortical dysplasia,0.038461417,0.498421847,0,0.000239956
Lowry-MacLean syndrome,0.038461417,0.498421847,0,0.000239956
17p11.2 microduplication syndrome,0.038461417,0.498421847,0,0.000239956
Isolated cloverleaf skull syndrome,0.038461417,0.498421847,0,0.000239956
Episodic ataxia type 7,0.038461417,0.498421847,0,0.000239956
Metatropic dysplasia,0.038461417,0.498421847,0,0.000239956
Hypoparathyroidism - deafness - renal disease,0.038461417,0.498421847,0,0.000239956
Parana hard-skin syndrome,0.038461417,0.498421847,0,0.000239956
"Severe X-linked intellectual disability, Gustavson type",0.038461417,0.498421847,0,0.000239956
Qualitative or quantitative defects of emerin,0.038461417,0.498421847,0,0.000239956
Hb Bart's hydrops fetalis,0.038461417,0.498421847,0,0.000239956
Branchio-oculo-facial syndrome,0.038461417,0.498421847,0,0.000239956
Familial symmetric lipomatosis,0.038461417,0.498421847,0,0.000239956
Freeman-Sheldon syndrome,0.038461417,0.498421847,0,0.000239956
Isolated osteopoikilosis,0.038461417,0.498421847,0,0.000239956
Basal epidermolysis bullosa simplex,0.038461417,0.498421847,0,0.000239956
Cavernous hemangiomas of face - supraumbilical midline raphe,0.038461417,0.498421847,0,0.000239956
Aortic arch anomaly - peculiar facies - intellectual disability,0.038461417,0.498421847,0,0.000239956
Alternating hemiplegia of childhood,0.038461417,0.498421847,0,0.000239956
Cutis laxa,0.038461417,0.498421847,0,0.000239956
Disorder of ornithine metabolism,0.038461417,0.498421847,0,0.000239956
Primary congenital hypothyroidism,0.038461417,0.498421847,0,0.000239956
SRD5A3-CDG,0.038461417,0.498421847,0,0.000239956
Autosomal recessive sideroblastic anemia,0.038461417,0.498421847,0,0.000239956
Crigler-Najjar syndrome,0.038461417,0.498421847,0,0.000239956
Retinal vasculopathy and cerebral leukodystrophy,0.038461417,0.498421847,0,0.000239956
Dilated cardiomyopathy - hypergonadotropic hypogonadism,0.038461417,0.498421847,0,0.000239956
Benign partial infantile seizures,0.038461417,0.498421847,0,0.000239956
Dislocation of the hip - dysmorphism,0.038461417,0.498421847,0,0.000239956
Spondyloperipheral dysplasia - short ulna,0.038461417,0.498421847,0,0.000239956
Metaphyseal anadysplasia,0.038461417,0.498421847,0,0.000239956
Brugada syndrome,0.038461417,0.498421847,0,0.000239956
Autosomal recessive limb-girdle muscular dystrophy type 2O,0.038461417,0.498421847,0,0.000239956
Isolated anencephaly/exencephaly,0.038461417,0.498421847,0,0.000239956
Ataxia-telangiectasia-like disorder,0.038461417,0.498421847,0,0.000239956
nasal cavity and paranasal sinus carcinoma,0.038461417,0.498421847,0,0.000239956
Otospondylomegaepiphyseal dysplasia,0.038461417,0.498421847,0,0.000239956
Pachyonychia congenita,0.038461417,0.498421847,0,0.000239956
Cronkhite-Canada syndrome,0.038461417,0.498421847,0,0.000239956
Disorder of fucoglycosan synthesis,0.038461417,0.498421847,0,0.000239956
"Dysostosis, Stanescu type",0.038461417,0.498421847,0,0.000239956
Quebec platelet disorder,0.038461417,0.498421847,0,0.000239956
Acro-oto-ocular syndrome,0.038461417,0.498421847,0,0.000239956
L1 syndrome,0.038461417,0.498421847,0,0.000239956
Proteus-like syndrome,0.038461417,0.498421847,0,0.000239956
Dominant hypophosphatemia with nephrolithiasis or osteoporosis,0.038461417,0.498421847,0,0.000239956
Non-syndromic cerebral malformation due to abnormal neuronal migration,0.038461417,0.498421847,0,0.000239956
renal fibrosis,0.038450053,0.498490255,0,3.01E-05
muscular tumor,0.038443262,0.498558682,0,4.16E-05
bladder transitional cell carcinoma,0.038438035,0.498558682,0,2.77E-05
palpebral epidermal tumor,0.038243356,0.498558682,0,3.36E-05
Anomaly of the secretory and excretory apparatus of the lacrimal system,0.038196802,0.498490255,0,5.93E-05
Carney complex,0.038176718,0.498558682,0,3.33E-05
secondary neoplasm,0.038143356,0.498558682,0,3.31E-05
intrahepatic bile duct cancer,0.038109929,0.498490255,0,4.18E-05
hypocholesterolemia,0.038096772,0.498558682,0,3.25E-05
anterior pituitary gland disease,0.038084907,0.498490255,0,2.77E-05
intrahepatic cholangiocarcinoma,0.038080663,0.498490255,0,4.16E-05
eyelid neoplasm,0.038032028,0.498558682,0,3.24E-05
Heart neoplasm,0.037996772,0.498558682,0,3.22E-05
Mantle cell lymphoma,0.037963439,0.498558682,0,3.18E-05
male breast carcinoma,0.037947171,0.498490255,0,3.86E-05
metastatic neoplasm,0.037932028,0.498558682,0,3.19E-05
sphingolipidosis with epilepsy,0.037915356,0.498558682,0,3.34E-05
skeletal muscle neoplasm,0.037791216,0.498558682,0,3.20E-05
smoking behavior,0.037728824,0.498558682,0,2.57E-05
gram-positive bacterial infections,0.037682847,0.498558682,0,2.79E-05
schistosomiasis,0.037475559,0.498490255,0,3.47E-05
Shwachman-Diamond syndrome,0.037473809,0.498490255,0,5.15E-05
Flexion contracture,0.037463134,0.498490255,0,3.29E-05
malignant epithelioid mesothelioma,0.037434505,0.498490255,0,3.35E-05
benign tumor of palpebral epidermis,0.037318769,0.498558682,0,2.84E-05
Abnormality of muscle morphology,0.03721655,0.498490255,0,3.15E-05
cutaneous squamous cell carcinoma,0.03720421,0.498490255,0,4.67E-05
malignant pleural mesothelioma,0.037021297,0.498490255,0,4.62E-05
Epileptic encephalopathy,0.037009929,0.498490255,0,4.06E-05
Genetic cardiac tumor,0.036949965,0.498558682,0,2.63E-05
Pigmented palpebral tumor,0.036940607,0.498558682,0,2.62E-05
hyperuricemia,0.036925659,0.498490255,0,4.08E-05
Proximal spinal muscular atrophy,0.036918548,0.498490255,0,2.85E-05
lentigo,0.036884907,0.498558682,0,2.59E-05
allergic rhinitis,0.036838035,0.498490255,0,2.70E-05
uremia,0.036832028,0.498490255,0,3.27E-05
spleen neoplasm,0.036806991,0.498490255,0,0.000139067
vulvar intraepithelial neoplasia,0.036728292,0.498627128,0,3.48E-05
vertebral column disease,0.036637412,0.498695592,0,4.25E-05
estrogen-receptor positive breast cancer,0.036632028,0.498490255,0,3.38E-05
worry measurement,0.036619563,0.498627128,0,3.23E-05
prostatitis,0.036610123,0.498558682,0,4.53E-05
acute lung injury,0.036511263,0.498490255,0,3.92E-05
pleural neoplasm,0.036496269,0.498490255,0,4.32E-05
gonadal dysgenesis,0.036452472,0.498490255,0,3.37E-05
Becker muscular dystrophy,0.036441974,0.498558682,0,5.87E-05
teratoma,0.03637669,0.498490255,0,3.34E-05
Peritoneal Mesothelioma,0.036263629,0.498490255,0,3.57E-05
spondyloarthropathy,0.036183458,0.498695592,0,3.48E-05
Sex chromosome disorder of sex development,0.036180844,0.498490255,0,2.84E-05
Friedreich ataxia,0.036124527,0.498627128,0,2.57E-05
Gonosome anomaly,0.036123266,0.498490255,0,2.80E-05
vertebral disease,0.036064331,0.498627128,0,4.07E-05
cervical adenocarcinoma,0.035834505,0.498490255,0,3.48E-05
Female infertility due to gonadal dysgenesis,0.035834193,0.498490255,0,3.02E-05
X chromosome number anomaly,0.03573833,0.498490255,0,3.31E-05
retinal cell neoplasm,0.035680663,0.498558682,0,4.07E-05
retinal cancer,0.035654049,0.498558682,0,4.06E-05
peritoneal neoplasm,0.035629405,0.498490255,0,3.21E-05
skeletal muscle cancer,0.03561824,0.498558682,0,2.55E-05
Genetic biliary tract disease,0.035573796,0.498558682,0,2.66E-05
age at first sexual intercourse measurement,0.035339464,0.498558682,0,3.83E-05
infectious meningitis,0.035334505,0.498490255,0,3.31E-05
chromosomal anomaly with cataract,0.035296269,0.498490255,0,4.44E-05
Malignant Pleural Neoplasm,0.035246688,0.498490255,0,3.60E-05
rare disease with Pierre Robin syndrome,0.035206991,0.498490255,0,0.000138659
Pierre Robin syndrome associated with a chromosomal anomaly,0.035206991,0.498490255,0,0.000138659
Hepatic fibrosis,0.035175559,0.498558682,0,3.37E-05
calcinosis,0.035097911,0.498558682,0,2.91E-05
retina neoplasm,0.035077374,0.498558682,0,3.73E-05
adenocarcinoma of cervix uteri,0.034980132,0.498490255,0,2.99E-05
Rare syndrome with cardiac malformations,0.03493833,0.498558682,0,3.14E-05
keratosis pilaris,0.034806991,0.498490255,0,0.000139024
demyelinating hereditary motor and sensory neuropathy,0.034806991,0.498490255,0,0.000139024
aggressive primary cutaneous T-cell lymphoma,0.03480421,0.498558682,0,4.74E-05
sensory system cancer,0.034746688,0.498558682,0,3.54E-05
Pleural Mesothelioma,0.034532028,0.498490255,0,3.20E-05
sleepiness,0.034484907,0.498490255,0,2.51E-05
adenoviridae infectious disease,0.034484907,0.498490255,0,2.56E-05
acute respiratory failure,0.034480663,0.498490255,0,4.15E-05
Sneeze,0.034474118,0.498558682,0,3.13E-05
Tremor,0.034432028,0.498490255,0,3.15E-05
vertebral joint disease,0.034413074,0.498627128,0,3.13E-05
prolonged QT interval,0.034346688,0.498490255,0,3.55E-05
atherosclerotic lesion,0.034265314,0.498490255,0,3.35E-05
gamma chain deficiency,0.034200212,0.498490255,0,4.18E-05
Ewing sarcoma/peripheral primitive neuroectodermal tumor,0.034196269,0.498558682,0,4.25E-05
vision disorder,0.034121902,0.498695592,0.001385333,3.54E-05
Immunodeficiency,0.034109929,0.498558682,0,4.06E-05
ocular cancer,0.034029405,0.498558682,0,3.13E-05
rare breast malformation,0.034026831,0.498490255,0,3.55E-05
adrenal cortex neoplasm,0.033784907,0.498490255,0,2.69E-05
spondylitis,0.033702438,0.498627128,0,2.73E-05
chronic periodontitis,0.033654049,0.498558682,0,4.05E-05
magnesium deficiency,0.033575559,0.498490255,0,3.41E-05
exhaustion,0.033547171,0.498490255,0,3.73E-05
Turner syndrome,0.033545442,0.498490255,0,3.44E-05
adrenocortical adenoma,0.033434505,0.498490255,0,3.43E-05
ankylosing spondylitis,0.033384387,0.498627128,0,2.54E-05
retinal cell cancer,0.033260625,0.498558682,0,2.69E-05
Coffin-Siris syndrome,0.033242303,0.498558682,0,2.88E-05
Duchenne muscular dystrophy,0.033205364,0.498490255,0,5.86E-05
Isolated scaphocephaly,0.033075294,0.498627128,0.00027533,2.84E-05
reproductive behaviour measurement,0.033053923,0.498558682,0,2.53E-05
Genetic pancreatic disease,0.032989602,0.498490255,0,2.60E-05
respiratory failure,0.032832028,0.498490255,0,3.21E-05
Ewing sarcoma,0.032827419,0.498558682,0,3.47E-05
X chromosome number anomaly with female phenotype,0.032711693,0.498490255,0,2.97E-05
benign neoplasm of adrenal gland,0.032518769,0.498490255,0,2.91E-05
Anorectal malformation,0.032403155,0.498558682,0,6.25E-05
Pick disease,0.032374218,0.498490255,0,3.80E-05
Lewy body dementia,0.032361631,0.498490255,0,2.47E-05
deficient breast volume or number,0.032344431,0.498490255,0,2.59E-05
stricture,0.032300719,0.498558682,0,2.60E-05
systemic mastocytosis,0.032243356,0.498490255,0,3.24E-05
Constitutional sideroblastic anemia,0.032214929,0.498558682,0,4.36E-05
Autosomal recessive cerebellar ataxia due to a DNA repair defect,0.032214929,0.498558682,0,4.35E-05
West syndrome,0.032149965,0.498490255,0,2.56E-05
inherited digestive cancer-predisposing syndrome,0.032060625,0.498490255,0,2.69E-05
intoxication,0.032054049,0.498558682,0,4.15E-05
congenital pulmonary veins anomaly,0.031996269,0.498558682,0,4.34E-05
congenital heart malformation,0.031935324,0.498558682,0,4.30E-05
fibromatosis,0.031887283,0.498490255,0,3.28E-05
autoimmune uveitis,0.031877374,0.498490255,0,3.67E-05
Neuromuscular disease with dilated cardiomyopathy,0.031776718,0.498558682,0,3.21E-05
Qualitative or quantitative defects of dystrophin,0.031776718,0.498558682,0,3.21E-05
smoking initiation,0.031683601,0.498558682,0,4.00E-05
primary brain neoplasm,0.031680663,0.498558682,0,4.06E-05
malnutrition,0.031661631,0.498558682,0,2.52E-05
airway imaging measurement,0.031578405,0.498490255,0,2.68E-05
Duchenne and Becker muscular dystrophy,0.03153833,0.498558682,0,3.07E-05
primary cutaneous T-cell lymphoma,0.031380132,0.498558682,0,2.79E-05
primary cutaneous lymphoma,0.031318769,0.498558682,0,2.75E-05
Pneumocystis infectious disease,0.031311263,0.498558682,0,3.81E-05
Combined hyperlipidemia,0.031274134,0.498558682,0,2.62E-05
adrenal cortex carcinoma,0.031258968,0.498558682,0,3.28E-05
Stiff-Person syndrome,0.031254049,0.498490255,0,4.18E-05
classic or attenuated familial adenomatous polyposis,0.031196269,0.498490255,0,4.21E-05
pneumocystosis,0.031147171,0.498558682,0,3.72E-05
albuminuria,0.031135324,0.498490255,0,4.24E-05
Keratolytic winter erythema,0.031008944,0.498490255,0,2.59E-05
lysophosphatidylethanolamine measurement,0.030974964,0.498490255,0,3.11E-05
prion disease,0.030911263,0.498558682,0,3.82E-05
Acute hepatic failure,0.030909929,0.498490255,0,4.08E-05
ovarian cystadenocarcinoma,0.030880663,0.498490255,0,4.03E-05
dilated cardiomyopathy 3B,0.030860625,0.498558682,0,2.69E-05
Dystonia,0.030796772,0.498490255,0,3.09E-05
fungal lung infectious disease,0.030746688,0.498558682,0,3.49E-05
histidine-rich glycoprotein measurement,0.030743427,0.498490255,0,2.66E-05
Vitiligo,0.030633418,0.498695592,0,2.57E-05
Familial isolated dilated cardiomyopathy,0.030589602,0.498558682,0,2.53E-05
hypoparathyroidism,0.030429405,0.498558682,0,3.13E-05
solitary fibrous tumor,0.030396269,0.498490255,0,4.24E-05
juvenile idiopathic arthritis,0.030322254,0.498558682,0,8.13E-05
"autoimmune disease of ear, nose and throat",0.030118769,0.498490255,0,2.67E-05
sideroblastic anemia,0.029996772,0.498558682,0,3.10E-05
Pancytopenia,0.029975559,0.498490255,0,3.36E-05
intestinal polyposis syndrome,0.029872003,0.498490255,0,3.45E-05
aplastic anemia,0.029843356,0.498490255,0,3.29E-05
fungal infectious disease,0.029831814,0.498627128,0,2.78E-05
insulinoma,0.029727419,0.498490255,0,3.43E-05
neurobehavioral manifestations,0.029711263,0.498558682,0,3.79E-05
opportunistic mycosis,0.029652672,0.498627128,0,2.68E-05
ENSG00000234394,0.029626525,0.332951368,0,6.78E-05
alpha-2-HS-glycoprotein measurement,0.029598178,0.498490255,0,4.15E-05
ovarian serous cystadenocarcinoma,0.029575559,0.498490255,0,3.28E-05
uterine prolapse,0.029497911,0.498490255,0,2.83E-05
Genetic hypoparathyroidism,0.029466522,0.498558682,0,2.58E-05
intermittent vascular claudication,0.029434505,0.498490255,0,3.27E-05
congenital anomaly of the great veins,0.029413749,0.498558682,0,2.86E-05
Mitochondrial myopathy and sideroblastic anemia,0.029411693,0.498558682,0,2.76E-05
Syndrome with hypoparathyroidism,0.029389602,0.498558682,0,2.54E-05
liver disease biomarker,0.029338929,0.498627128,0,2.51E-05
rare vascular malformation of major vessels,0.029318769,0.498558682,0,2.81E-05
Fibroadenoma,0.029316719,0.498490255,0,3.08E-05
brain volume measurement,0.029293397,0.498558682,0,2.63E-05
basophil count,0.029263715,0.498627128,0,3.82E-05
cystadenocarcinoma,0.029232028,0.498490255,0,3.09E-05
newborn respiratory distress syndrome,0.029196772,0.498490255,0,3.14E-05
nervous system measurement,0.029056082,0.498558682,0,2.49E-05
blood urea nitrogen measurement,0.029044986,0.498490255,0,4.43E-05
Digestive System Adenoma,0.028931963,0.498558682,0,3.05E-05
primary interstitial lung disease specific to childhood due to alveolar vascular disorder,0.028884907,0.498558682,0,2.56E-05
Genetic intestinal polyposis,0.028613749,0.498490255,0,2.74E-05
Familial adenomatous polyposis,0.028558138,0.498490255,0,2.71E-05
adiponectin measurement,0.028518978,0.498490255,0,4.14E-05
primary interstitial lung disease specific to childhood due to alveolar structure disorder,0.028518769,0.498490255,0,2.75E-05
polyposis,0.028518769,0.498490255,0,2.68E-05
severe aplastic anemia,0.028461631,0.498490255,0,2.50E-05
neoplastic polyp,0.028460625,0.498490255,0,2.65E-05
chondrogenic neoplasm,0.028460625,0.498490255,0,2.69E-05
filariasis,0.028460625,0.498490255,0,2.72E-05
pervasive developmental disorder - not otherwise specified,0.028421297,0.498490255,0,4.47E-05
partial thromboplastin time,0.028416899,0.498490255,0,3.79E-05
creatine kinase measurement,0.028398189,0.498490255,0,2.51E-05
Male infertility due to gonadal dysgenesis,0.028279155,0.498490255,0,6.31E-05
Nematoda infectious disease,0.028200719,0.498490255,0,2.57E-05
MUTYH-related attenuated familial adenomatous polyposis,0.028149965,0.498490255,0,2.47E-05
Attenuated familial adenomatous polyposis,0.028149965,0.498490255,0,2.47E-05
femoral neck bone mineral density,0.028136203,0.498558682,0,3.97E-05
colorectal adenoma,0.027900653,0.498558682,0,2.46E-05
nasopharyngeal neoplasm,0.027868545,0.498490255,0,4.17E-05
corneal topography,0.027458128,0.498490255,0,4.63E-05
blindness (disorder),0.027443356,0.498558682,0,3.23E-05
Spinocerebellar degenerescence and spastic paraparesis with an oculomotor anomaly,0.027241974,0.498490255,0,5.81E-05
Mesial temporal lobe epilepsy with hippocampal sclerosis,0.026937434,0.498490255,0,6.14E-05
primary cutaneous amyloidosis,0.026880663,0.498490255,0,3.94E-05
papillary thyroid carcinoma,0.026823094,0.498558682,0,3.77E-05
benign perivascular tumor,0.026647104,0.498490255,0,4.64E-05
serum urea measurement,0.026553094,0.498490255,0,3.01E-05
Syndromic anorectal malformation,0.026442303,0.498558682,0,2.85E-05
Total autosomal trisomy,0.026414929,0.498558682,0,4.36E-05
cutaneous nodular amyloidosis,0.026347171,0.498490255,0,3.64E-05
cutaneous fibrous histiocytoma,0.026347171,0.498490255,0,3.71E-05
basophil percentage of leukocytes,0.026321452,0.498627128,0,3.69E-05
autoimmune disease of exocrine system,0.026275042,0.498558682,0,3.04E-05
anaplastic cancer,0.026196269,0.498490255,0,4.18E-05
alcoholic liver cirrhosis,0.026108893,0.498490255,0,3.31E-05
vitamin deficiency disorder,0.026060625,0.498627128,0,2.63E-05
amyloidoma,0.025863629,0.498490255,0,3.36E-05
adult B acute lymphoblastic leukemia,0.02560421,0.498490255,0,4.57E-05
chronic pancreatitis,0.025427419,0.498490255,0,3.34E-05
Sarcomatoid Carcinoma,0.024946688,0.498490255,0,3.47E-05
carotid artery disease,0.024887963,0.498490255,0,4.48E-05
constipation disorder,0.024880663,0.498490255,0,3.92E-05
non-syndromic diaphragmatic or abdominal wall malformation,0.024880663,0.498490255,0,3.94E-05
arthralgia,0.02480421,0.498490255,0,4.62E-05
adult lymphoma,0.024796269,0.498490255,0,4.11E-05
